Rank,Song,Artist(s),Year,Query,ID,Popularity,Release Date
1,Shape of You,Ed Sheeran,2017,track:Shape of You artist:Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,85,2017-03-03
1,Shape of You,Ed Sheeran,2017,track:Shape of You artist:Ed Sheeran,0FE9t6xYkqWXU2ahLh6D8X,71,2017-01-06
1,Shape of You,Ed Sheeran,2017,track:Shape of You artist:Ed Sheeran,5ULRlgiSPSKTaJN1vU9yso,64,2017-02-10
1,Shape of You,Ed Sheeran,2017,track:Shape of You artist:Ed Sheeran,5nCtCCB5i1OfbADvynNw0i,57,2017-03-01
1,Shape of You,Ed Sheeran,2017,track:Shape of You artist:Ed Sheeran,1KqvRRQd3lfM0pAlkGPrgD,55,2017-02-24
2,Despacito (Remix),Luis Fonsi  and  Daddy Yankee  ,2017,track:Despacito (Remix) artist:Luis Fonsi  and  Daddy Yankee  ,6rPO02ozF3bM7NnOV4h6s2,73,2017-04-17
2,Despacito (Remix),Luis Fonsi  and  Daddy Yankee  ,2017,track:Despacito (Remix) artist:Luis Fonsi  and  Daddy Yankee  ,2soXzaiEWhHzUCnSi94jTv,49,2017-05-05
2,Despacito (Remix),Luis Fonsi  and  Daddy Yankee  ,2017,track:Despacito (Remix) artist:Luis Fonsi  and  Daddy Yankee  ,5fOowB0tFkdvpIfoXSDpTb,10,2017-07-28
2,Despacito (Remix),Luis Fonsi  and  Daddy Yankee  ,2017,track:Despacito (Remix) artist:Luis Fonsi  and  Daddy Yankee  ,1g9eI7mM5e3AHWsmlcqNeN,3,2020-08-21
2,Despacito (Remix),Luis Fonsi  and  Daddy Yankee  ,2017,track:Despacito (Remix) artist:Luis Fonsi  and  Daddy Yankee  ,6wfYT82DE5euilHxFlLpl9,1,2020-06-19
3,That s What I Like,Bruno Mars,2017,track:That s What I Like artist:Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,83,2016-11-17
3,That s What I Like,Bruno Mars,2017,track:That s What I Like artist:Bruno Mars,1KtU0WCq472KzqCXgMOxkS,63,2017-04-20
3,That s What I Like,Bruno Mars,2017,track:That s What I Like artist:Bruno Mars,1BEMASUZQDqN5UGxMb1m6A,60,2017-04-21
3,That s What I Like,Bruno Mars,2017,track:That s What I Like artist:Bruno Mars,64TkpV7m7f09JY7K436pju,59,2017-04-18
3,That s What I Like,Bruno Mars,2017,track:That s What I Like artist:Bruno Mars,4YS0JF9kSLe15ggwOQqQit,58,2017-04-18
4,Humble,Kendrick Lamar,2017,track:Humble artist:Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,82,2017-04-14
4,Humble,Kendrick Lamar,2017,track:Humble artist:Kendrick Lamar,131OLY5J8XyfGuSjXRiTRM,52,2017-04-13
4,Humble,Kendrick Lamar,2017,track:Humble artist:Kendrick Lamar,0gvQoTWRxsW5Rd7KgPp0u3,45,2017-12-08
4,Humble,Kendrick Lamar,2017,track:Humble artist:Kendrick Lamar,2DlQcKIzEdIKu3adk0xVLD,34,2017-12-15
4,Humble,Kendrick Lamar,2017,track:Humble artist:Kendrick Lamar,3UHm2lhVeuywLXRAXEdUYW,32,2017-12-08
5,Something Just Like This,The Chainsmokers  and  Coldplay,2017,track:Something Just Like This artist:The Chainsmokers  and  Coldplay,1dNIEtp7AY3oDAKCGg2XkH,74,2017-02-22
5,Something Just Like This,The Chainsmokers  and  Coldplay,2017,track:Something Just Like This artist:The Chainsmokers  and  Coldplay,3LewMbGqmR4IYtifSNxbGz,44,2017-04-28
5,Something Just Like This,The Chainsmokers  and  Coldplay,2017,track:Something Just Like This artist:The Chainsmokers  and  Coldplay,5ksOv9AFZZIsLRs1LPmutl,9,2017-03-24
5,Something Just Like This,The Chainsmokers  and  Coldplay,2017,track:Something Just Like This artist:The Chainsmokers  and  Coldplay,0XEIeAlAI8RdiOWtDH8U3M,2,2017-03-24
6,Bad and Boujee,Migos  ,2017,track:Bad and Boujee artist:Migos  ,4Km5HrUvYTaSUfiSGPJeQR,75,2017-01-27
6,Bad and Boujee,Migos  ,2017,track:Bad and Boujee artist:Migos  ,2jTxollrIoPpqpGe4naUsv,46,2017-01-26
6,Bad and Boujee,Migos  ,2017,track:Bad and Boujee artist:Migos  ,3s5waV2HFTDvPUafdL13Au,36,2017-02-03
7,Closer,The Chainsmokers  ,2017,track:Closer artist:The Chainsmokers  ,7BKLCZ1jbUBVqRi2FVlTVw,85,2016-07-29
7,Closer,The Chainsmokers  ,2017,track:Closer artist:The Chainsmokers  ,7crMiinWx373rNBZBaVske,58,2016-11-04
7,Closer,The Chainsmokers  ,2017,track:Closer artist:The Chainsmokers  ,0Ye1olMyvB2rLjZ4vlYVWI,51,2016-09-23
7,Closer,The Chainsmokers  ,2017,track:Closer artist:The Chainsmokers  ,33ecyF2OHCK4HFUSp1hItE,45,2016-09-23
7,Closer,The Chainsmokers  ,2017,track:Closer artist:The Chainsmokers  ,76pD98ghY1Hl05aDXzuFmq,47,2016-09-23
8,Body Like a Back Road,Sam Hunt,2017,track:Body Like a Back Road artist:Sam Hunt,7mldq42yDuxiUNn08nvzHO,75,2017-02-01
8,Body Like a Back Road,Sam Hunt,2017,track:Body Like a Back Road artist:Sam Hunt,7FpBQ067pHB67deawpbbcY,68,2020-04-03
8,Body Like a Back Road,Sam Hunt,2017,track:Body Like a Back Road artist:Sam Hunt,2zqSCyJ3aeJRGqPrHuHClk,33,2017-07-28
8,Body Like a Back Road,Sam Hunt,2017,track:Body Like a Back Road artist:Sam Hunt,6Ex1as5AIibDGYpVJe18QR,23,2017-11-03
8,Body Like a Back Road,Sam Hunt,2017,track:Body Like a Back Road artist:Sam Hunt,3crBAmnUxkRyJe7IhF8pWt,17,2019-12-20
9,Believer,Imagine Dragons,2017,track:Believer artist:Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,87,2017-06-23
9,Believer,Imagine Dragons,2017,track:Believer artist:Imagine Dragons,2sU9EjevkrU9OkPZudvFNN,64,2019-01-07
9,Believer,Imagine Dragons,2017,track:Believer artist:Imagine Dragons,6aiHF2IbJr6lG4Vu9em8KF,60,2017-06-09
9,Believer,Imagine Dragons,2017,track:Believer artist:Imagine Dragons,3Eog0V6GCpABelD89PbUeB,47,2017-08-04
9,Believer,Imagine Dragons,2017,track:Believer artist:Imagine Dragons,2G3QCBoXXvp3xjZ2486yxW,19,2017-08-04
10,Congratulations,Post Malone  ,2017,track:Congratulations artist:Post Malone  ,3a1lNhkSLSkpJE4MSHpDu9,81,2016-12-09
10,Congratulations,Post Malone  ,2017,track:Congratulations artist:Post Malone  ,1bLjm7Gqjbuv57OxZdhLrP,52,2016-12-09
10,Congratulations,Post Malone  ,2017,track:Congratulations artist:Post Malone  ,2YK01AIIWuywG24gsbuizE,54,2017-06-16
10,Congratulations,Post Malone  ,2017,track:Congratulations artist:Post Malone  ,4n2dQ8LNBzJRTWiIGsePzT,28,2017-08-04
10,Congratulations,Post Malone  ,2017,track:Congratulations artist:Post Malone  ,6VX5AzkXUuN80LsyEmCbvq,24,2017-12-08
11,Say You Won t Let Go,James Arthur,2017,track:Say You Won t Let Go artist:James Arthur,5uCax9HTNlzGybIStD3vDh,85,2016-10-28
11,Say You Won t Let Go,James Arthur,2017,track:Say You Won t Let Go artist:James Arthur,1Pw5C4N6Fn5E4mGCxmbbVa,72,2016-09-09
11,Say You Won t Let Go,James Arthur,2017,track:Say You Won t Let Go artist:James Arthur,720IIHD0NvNfDURgWSB3rP,50,2016-10-21
11,Say You Won t Let Go,James Arthur,2017,track:Say You Won t Let Go artist:James Arthur,3sVyJt0EQA1qGF6hZbQsyO,20,2017-08-04
11,Say You Won t Let Go,James Arthur,2017,track:Say You Won t Let Go artist:James Arthur,1nb87LGeIO9Uh4BBBY4iaj,15,2016-10-28
12,I m the One,DJ Khaled  ,2017,track:I m the One artist:DJ Khaled  ,1jYiIOC5d6soxkJP81fxq2,67,2017-06-22
12,I m the One,DJ Khaled  ,2017,track:I m the One artist:DJ Khaled  ,608a1wIsSd5KzMEqm1O7w3,68,2011-01-01
12,I m the One,DJ Khaled  ,2017,track:I m the One artist:DJ Khaled  ,3dKxYPmxWWlTQOW0KqB3Mr,40,2017-06-20
12,I m the One,DJ Khaled  ,2017,track:I m the One artist:DJ Khaled  ,2ClE3QfsNx9p0zjPKxmUYq,38,2017-06-22
12,I m the One,DJ Khaled  ,2017,track:I m the One artist:DJ Khaled  ,4Fmwzj3lxLrIVsLyEt4p8G,37,2011-01-01
13,XO Tour Llif3,Lil Uzi Vert,2017,track:XO Tour Llif3 artist:Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,83,2017-08-25
13,XO Tour Llif3,Lil Uzi Vert,2017,track:XO Tour Llif3 artist:Lil Uzi Vert,3EWaR09H3TkRgaLTIheYFr,58,2017-11-17
13,XO Tour Llif3,Lil Uzi Vert,2017,track:XO Tour Llif3 artist:Lil Uzi Vert,5lqQaR00aXDezywi6GfrF5,49,2017-08-24
13,XO Tour Llif3,Lil Uzi Vert,2017,track:XO Tour Llif3 artist:Lil Uzi Vert,709X6Y2sk0DzL1RLdaBOL2,33,2017-11-17
13,XO Tour Llif3,Lil Uzi Vert,2017,track:XO Tour Llif3 artist:Lil Uzi Vert,11ideZr82phFIy2aLX7m40,18,2021-03-26
14,Mask Off,Future,2017,track:Mask Off artist:Future,0VgkVdmE4gld66l8iyGjgx,81,2017-06-30
14,Mask Off,Future,2017,track:Mask Off artist:Future,6DB2KOEwHnjkgEnBt5SdeJ,64,2017-05-23
14,Mask Off,Future,2017,track:Mask Off artist:Future,5rK0pyEObO4DBFLy682QvR,67,2017-06-16
14,Mask Off,Future,2017,track:Mask Off artist:Future,6dVZCbi9CYtD9LjAHXRjIG,57,2017-06-30
14,Mask Off,Future,2017,track:Mask Off artist:Future,1ua3sHd7ojyTKzQNqQdSU4,48,2017-06-29
15,Unforgettable,French Montana  ,2017,track:Unforgettable artist:French Montana  ,3B54sVLJ402zGa6Xm4YGNe,81,2017-07-14
15,Unforgettable,French Montana  ,2017,track:Unforgettable artist:French Montana  ,4zii9cq9ZgxYJFnaxM3Tul,54,2017-07-31
15,Unforgettable,French Montana  ,2017,track:Unforgettable artist:French Montana  ,4KEPdMCp6YHrG57dHq0Miy,47,2017-07-14
15,Unforgettable,French Montana  ,2017,track:Unforgettable artist:French Montana  ,5Xl8hwINbHKEYBHIU0WL1i,57,2017-06-09
15,Unforgettable,French Montana  ,2017,track:Unforgettable artist:French Montana  ,6Uq65N2DJzKwBj8QBcJ5Xu,49,2017-08-25
16,24K Magic,Bruno Mars,2017,track:24K Magic artist:Bruno Mars,6b8Be6ljOzmkOmFslEb23P,79,2016-11-17
16,24K Magic,Bruno Mars,2017,track:24K Magic artist:Bruno Mars,1nSzCAvAvzJj5oIt7m90G0,61,2017-05-26
